#;PSRJ;PMRA;PMDEC;PX;POSEPOCH;Gl;Gb;RAJD;DECJD;P0;P1;DM;W50;W10;TAU_SC;S400;S1400;S2000;DIST;DIST_DM;ZZ;XX;YY;ASSOC;SURVEY;PSR;
;;(mas/yr);(mas/yr);(mas);(MJD);(deg);(deg);(deg);(deg);(s);(s/s);(cm^-3pc);(ms);(ms);(s);(mJy);(mJy);(mJy);(kpc);(kpc);(kpc);(kpc);(kpc);;;TYPE;
2500;J1921+1544;NAN;NAN;NAN;53632.00;50.350;0.609;290.44363458;15.73818333;0.143576;9.80e-16;385.00;6.300;NAN;NAN;NAN;0.21;NAN;9.038;9.038;0.096;6.958;2.733;NAN;pksngp,palfa;NAN;
2501;J1921+1630;NAN;NAN;NAN;56891.00;50.949;1.138;290.25059167;16.51550000;0.936448;2.23e-14;194.40;16.000;NAN;NAN;NAN;0.05;NAN;5.097;5.097;0.101;3.957;5.289;NAN;palfa;NAN;
2502;J1921+1948;NAN;NAN;NAN;48739.00;53.869;2.672;290.26583304;19.81240720;0.821035;8.96e-16;153.85;59.000;134.000;0.00;34.00;1.70;NAN;4.322;4.322;0.201;3.487;5.954;NAN;jb1,ar1,mol2,gb3,ar2,ar3,gb4,lotaas;NAN;
2503;J1921+2003;NAN;NAN;NAN;51600.00;54.172;2.621;290.46498750;20.05577778;0.760681;5.00e-17;101.00;37.000;47.000;0.00;2.30;NAN;NAN;3.292;3.292;0.151;2.666;6.575;NAN;ar1;NAN;
2504;J1921+2153;17.000;32.000;NAN;48999.00;55.777;3.501;290.43672917;21.88395833;1.337302;1.35e-15;12.44;34.000;43.000;0.00;57.00;18.80;NAN;0.300;0.807;0.018;0.248;8.332;NAN;misc,jb1,ar1,gb1,gb3,ar2,ar3,gb4,lo;NAN;
2505;J1921+34;NAN;NAN;NAN;NAN;66.641;9.263;290.25000000;34.11666667;1.444000;NAN;85.00;NAN;NAN;NAN;NAN;NAN;NAN;8.052;8.052;1.296;7.296;5.349;NAN;pumps;NAN;
2506;J1922+1131;NAN;NAN;NAN;56700.00;46.762;-1.601;290.70945833;11.53291667;0.562074;2.57e-17;335.00;28.000;NAN;NAN;NAN;0.13;NAN;10.486;10.486;-0.293;7.636;1.320;NAN;palfa;NAN;
2507;J1922+1733;NAN;NAN;NAN;53595.00;52.080;1.230;290.72174167;17.55651944;0.236171;1.34e-14;238.00;3.200;12.000;NAN;NAN;1.16;NAN;5.360;5.360;0.115;4.227;5.207;NAN;pksngp,palfa;NAN;
2508;J1922+2018;NAN;NAN;NAN;49670.00;54.417;2.678;290.53336196;20.29925534;1.172763;6.49e-16;203.31;69.100;80.000;NAN;3.80;NAN;NAN;5.280;5.280;0.247;4.289;5.431;NAN;ar1,ar3,gbncc;NAN;
2509;J1922+2110;NAN;NAN;NAN;49879.00;55.278;2.935;290.72304864;21.17832376;1.077924;8.18e-15;217.09;14.800;32.700;0.00;30.00;1.40;NAN;4.000;7.041;0.205;3.283;6.225;NAN;jb1,ar1,gb1,gb3,ar2,ar3,lotaas;NAN;
2510;J1922+58;NAN;NAN;NAN;56292.00;89.671;19.073;290.50000000;58.46666667;0.529623;NAN;53.74;14.000;20.000;NAN;3.10;NAN;NAN;5.524;5.524;1.805;5.221;8.470;NAN;gbncc,lotaas;NAN;
2511;J1923-0408;NAN;NAN;NAN;57745.00;32.848;-8.944;290.79566667;-4.13872222;1.149269;6.80e-17;35.00;14.600;NAN;NAN;NAN;0.11;NAN;1.236;1.236;-0.192;0.662;7.474;NAN;pks_superb;NAN;
2512;J1923+1143g;NAN;NAN;NAN;NAN;47.016;-1.686;290.90833333;11.71666667;0.371210;NAN;260.60;NAN;NAN;NAN;NAN;0.01;NAN;7.783;7.783;-0.229;5.691;3.196;NAN;fast_gpps;NAN;
2513;J1923+1521g;NAN;NAN;NAN;NAN;50.170;0.123;290.80000000;15.35000000;1.048760;NAN;346.00;NAN;NAN;NAN;NAN;0.01;NAN;6.995;6.995;0.015;5.372;4.020;NAN;fast_gpps;NAN;
2514;J1923+1706;NAN;NAN;NAN;51600.00;51.707;0.965;290.78270833;17.10261111;0.547209;4.30e-17;142.50;21.000;28.000;NAN;1.50;0.41;NAN;3.975;3.975;0.067;3.119;6.037;NAN;ar1,ar3,ar4,palfa;NAN;
2515;J1923+2022g;NAN;NAN;NAN;NAN;54.676;2.338;290.98333333;20.36666667;0.037990;NAN;175.30;NAN;NAN;NAN;NAN;0.01;NAN;4.626;4.626;0.189;3.771;5.827;NAN;fast_gpps;NAN;
2516;J1923+2515;-6.923;-14.276;0.800;56859.00;58.946;4.749;290.84371759;25.26127254;0.003788;9.56e-21;18.86;0.380;0.670;NAN;2.70;0.20;NAN;1.201;1.201;0.099;1.025;7.883;NAN;gbt350,gbncc;NAN;
2517;J1923+4243;NAN;NAN;NAN;56525.00;74.715;12.643;290.81350349;42.72184543;0.595193;2.53e-15;52.99;7.000;27.000;NAN;NAN;NAN;NAN;4.684;4.684;1.025;4.409;7.295;NAN;gbncc,lotaas;NAN;
2518;J1924+1343g;NAN;NAN;NAN;NAN;48.860;-0.891;291.08333333;13.71666667;0.005720;NAN;98.50;NAN;NAN;NAN;NAN;0.03;NAN;3.045;3.045;-0.047;2.293;6.497;NAN;fast_gpps;NAN;
2519;J1924+1509g;NAN;NAN;NAN;NAN;50.149;-0.262;291.14166667;15.15000000;0.239950;NAN;296.60;NAN;NAN;NAN;NAN;0.01;NAN;6.358;6.358;-0.029;4.881;4.426;NAN;fast_gpps;NAN;
2520;J1924+1510g;NAN;NAN;NAN;NAN;50.103;-0.141;291.00833333;15.16666667;0.498630;NAN;115.60;NAN;NAN;NAN;NAN;0.01;NAN;3.469;3.469;-0.009;2.661;6.275;NAN;fast_gpps;NAN;
2521;J1924+1628;NAN;NAN;NAN;57514.00;51.337;0.331;291.18370833;16.47713611;0.375082;3.21e-16;541.70;13.000;NAN;NAN;NAN;0.11;NAN;10.470;10.470;0.060;8.175;1.959;NAN;palfa,fast_gpps;NAN;
2522;J1924+1631;NAN;NAN;NAN;54690.00;51.405;0.318;291.22866667;16.53022222;2.935186;3.64e-13;518.50;32.000;NAN;NAN;NAN;0.09;NAN;10.183;10.183;0.057;7.959;2.148;NAN;palfa;NAN;
2523;J1924+1639;NAN;NAN;NAN;53720.00;51.422;0.562;291.01296458;16.66132111;0.158043;2.56e-15;208.00;6.200;NAN;NAN;NAN;0.21;NAN;5.059;5.059;0.050;3.955;5.345;NAN;pksngp,palfa;NAN;
2524;J1924+1713;NAN;NAN;NAN;56055.00;51.975;0.726;291.13548750;17.22583333;0.758433;1.13e-16;536.80;20.000;NAN;0.04;NAN;0.04;NAN;10.902;10.902;0.138;8.587;1.785;NAN;palfa,fast_gpps;NAN;
2525;J1924+1917;NAN;NAN;NAN;58528.00;53.782;1.725;291.10920833;19.29011111;1.277942;1.99e-16;320.30;4.000;NAN;NAN;NAN;0.04;NAN;8.594;8.594;0.259;6.930;3.424;NAN;palfa;NAN;
2526;J1924+1923g;NAN;NAN;NAN;NAN;53.853;1.791;291.08333333;19.38333333;0.689240;NAN;386.70;NAN;NAN;NAN;NAN;0.06;NAN;9.824;9.824;0.307;7.929;2.708;NAN;fast_gpps;NAN;
2527;J1924+1932g;NAN;NAN;NAN;NAN;54.039;1.761;291.20416667;19.53333333;0.388860;NAN;280.30;NAN;NAN;NAN;NAN;0.02;NAN;6.612;6.612;0.203;5.349;4.619;NAN;fast_gpps;NAN;
2528;J1924+2027g;NAN;NAN;NAN;NAN;54.819;2.246;291.14166667;20.45000000;0.001950;NAN;211.70;NAN;NAN;NAN;NAN;0.08;NAN;5.294;5.294;0.207;4.324;5.452;NAN;fast_gpps;NAN;
2529;J1924+2037g;NAN;NAN;NAN;NAN;54.966;2.325;291.14166667;20.61666667;0.684800;NAN;82.30;NAN;NAN;NAN;NAN;0.00;NAN;2.935;2.935;0.119;2.401;6.817;NAN;fast_gpps;NAN;
2530;J1924+2040;NAN;NAN;NAN;43957.49;55.022;2.328;291.16666667;20.66750000;0.237790;2.09e-15;226.60;16.000;28.000;0.00;4.00;NAN;NAN;5.951;5.951;0.242;4.872;5.091;NAN;ar1,fast_gpps;NAN;
2531;J1925+1532g;NAN;NAN;NAN;NAN;50.536;-0.173;291.25000000;15.53333333;1.655100;NAN;145.90;NAN;NAN;NAN;NAN;0.02;NAN;4.202;4.202;-0.013;3.244;5.829;NAN;fast_gpps;NAN;
2532;J1925-16;NAN;NAN;NAN;55196.00;22.130;-14.537;291.27500000;-16.01666667;3.885800;NAN;88.00;10.000;NAN;NAN;NAN;NAN;NAN;7.935;7.935;-1.992;2.893;1.385;NAN;htru_pks;RRAT;
2533;J1925+1629g;NAN;NAN;NAN;NAN;51.392;0.243;291.29166667;16.48333333;0.004110;NAN;214.10;NAN;NAN;NAN;NAN;0.09;NAN;5.118;5.118;0.022;3.999;5.306;NAN;fast_gpps;NAN;
2534;J1925+1636g;NAN;NAN;NAN;NAN;51.567;0.164;291.45000000;16.60000000;0.049710;NAN;33.10;NAN;NAN;NAN;NAN;0.01;NAN;1.536;1.536;0.004;1.203;7.545;NAN;fast_gpps;NAN;
2535;J1925+1720;NAN;NAN;NAN;56700.00;52.179;0.590;291.36262917;17.34091944;0.075659;1.05e-14;222.30;2.700;NAN;NAN;NAN;0.07;NAN;5.048;5.048;0.052;3.987;5.405;GRS:4FGL_J1925.2+1729[sbc+19];palfa;HE[lbh+15,sbc+19];
2536;J1925+19;NAN;NAN;NAN;54346.00;53.697;1.412;291.35833333;19.06666667;1.916353;NAN;328.00;NAN;130.200;NAN;NAN;NAN;NAN;8.329;8.329;0.205;6.710;3.570;NAN;pksngp;NAN;
2537;J1926+0431;NAN;NAN;NAN;57600.00;40.980;-5.674;291.60196667;4.52542778;1.074080;2.46e-15;102.24;15.000;27.000;0.00;22.00;NAN;NAN;4.995;4.995;-0.494;3.260;4.748;NAN;mol2,pkssw,gb4,lotaas;NAN;
2538;J1926-0652;NAN;NAN;NAN;58308.00;30.751;-10.936;291.65433750;-6.87852778;1.608816;3.91e-16;85.30;204.000;247.000;NAN;NAN;1.01;NAN;5.286;5.286;-1.003;2.654;4.040;NAN;fast_crafts;NAN;
2539;J1926+0737;NAN;NAN;NAN;54833.60;43.739;-4.256;291.64058333;7.61866667;0.318062;3.75e-16;159.00;151.000;NAN;NAN;NAN;0.11;NAN;8.722;8.722;-0.647;6.014;2.216;NAN;pksmb;NAN;
2540;J1926-1314;NAN;NAN;NAN;55791.00;24.922;-13.763;291.72431250;-13.23438889;4.864284;3.64e-14;40.83;NAN;NAN;NAN;NAN;NAN;NAN;1.531;1.531;-0.364;0.627;7.151;NAN;gbt350;NAN;
2541;J1926+1434;NAN;NAN;NAN;48717.00;49.923;-1.039;291.73844133;14.58203825;1.324922;2.19e-16;211.41;13.000;149.000;0.00;9.00;0.48;NAN;5.649;5.649;-0.102;4.322;4.864;NAN;ar1,jb2,ar3,pksmb,palfa;NAN;
2542;J1926+1452g;NAN;NAN;NAN;NAN;50.169;-0.896;291.72916667;14.86666667;0.304510;NAN;298.10;NAN;NAN;NAN;NAN;0.01;NAN;6.481;6.481;-0.101;4.976;4.349;NAN;fast_gpps;NAN;
2543;J1926+1614;NAN;NAN;NAN;57589.00;51.367;-0.226;291.70917500;16.23854722;0.308306;3.35e-17;24.02;8.000;NAN;NAN;NAN;0.09;NAN;1.262;1.262;-0.005;0.986;7.712;NAN;palfa,fast_gpps;NAN;
2544;J1926+1631g;NAN;NAN;NAN;NAN;51.562;-0.002;291.60000000;16.51666667;0.678390;NAN;195.10;NAN;NAN;NAN;NAN;0.05;NAN;4.822;4.822;-0.000;3.777;5.502;NAN;fast_gpps;NAN;
2545;J1926+1648;5.942;-15.156;NAN;49857.00;51.859;0.063;291.68884545;16.80910566;0.579823;1.80e-14;176.88;7.900;19.000;0.00;8.00;1.30;NAN;6.000;4.495;0.007;4.719;4.794;NAN;ar1,jb2,ar2,ar3,ar4,palfa;NAN;
2546;J1926+1857g;NAN;NAN;NAN;NAN;53.768;1.034;291.74583333;18.95000000;0.278730;NAN;424.20;13.100;NAN;NAN;NAN;0.03;NAN;9.569;9.569;0.173;7.717;2.845;NAN;fast_gpps;NAN;
2547;J1926+1928;NAN;NAN;NAN;51600.00;54.158;1.407;291.59508333;19.46991667;1.346012;1.43e-15;445.00;32.000;88.000;0.00;0.80;NAN;NAN;10.569;10.569;0.259;8.565;2.313;NAN;ar1;NAN;
2548;J1926+2016;NAN;NAN;NAN;53595.00;54.851;1.802;291.57526667;20.26698056;0.299072;3.50e-15;247.00;9.100;NAN;NAN;NAN;0.12;NAN;5.948;5.948;0.187;4.861;5.077;NAN;pksngp,palfa;NAN;
2549;J1927+0911;NAN;NAN;NAN;53454.00;45.224;-3.705;291.85678333;9.18491667;0.290305;6.35e-17;202.70;3.100;7.400;NAN;NAN;0.16;NAN;10.939;10.939;-0.707;7.749;0.811;NAN;pksmb;NAN;
2550;J1927+1430g;NAN;NAN;NAN;NAN;49.933;-1.230;291.91666667;14.50000000;0.202880;NAN;207.20;NAN;NAN;NAN;NAN;0.01;NAN;5.626;5.626;-0.121;4.305;4.880;NAN;fast_gpps;NAN;
2551;J1927+1852;NAN;NAN;NAN;51600.00;53.718;0.956;291.79342500;18.86902778;0.482766;1.16e-16;264.50;19.000;28.000;0.00;3.40;0.44;NAN;5.443;5.443;0.091;4.387;5.280;NAN;ar1,ar3,palfa,fast_gpps;NAN;
2552;J1927+1856;NAN;NAN;NAN;51600.00;53.811;0.941;291.85404167;18.94355556;0.298313;2.24e-15;99.00;3.800;43.000;NAN;2.20;0.55;NAN;3.100;3.100;0.051;2.502;6.670;NAN;ar1,ar3,palfa;NAN;
2553;J1927+2234;NAN;NAN;NAN;42830.50;56.983;2.730;291.78366667;22.58258333;1.431066;7.71e-16;186.50;62.000;84.000;NAN;6.00;NAN;NAN;7.222;7.222;0.344;6.049;4.569;NAN;ar1,ar3,gbncc;NAN;
2554;J1928-0108;NAN;NAN;NAN;57983.00;36.133;-8.726;292.07887500;-1.14880556;2.365714;2.80e-15;125.80;65.000;NAN;NAN;NAN;0.24;NAN;9.696;9.696;-1.471;5.651;0.760;NAN;pks_superb;NAN;
2555;J1928+1443;NAN;NAN;NAN;56700.00;50.178;-1.220;292.02829167;14.71980556;1.010739;2.10e-16;101.00;43.000;NAN;NAN;NAN;0.17;NAN;3.079;3.079;-0.066;2.364;6.529;NAN;palfa;NAN;
2556;J1928+15;NAN;NAN;NAN;54466.00;50.640;-1.030;292.08333333;15.21666667;0.403000;NAN;242.00;5.000;NAN;NAN;NAN;NAN;NAN;5.746;5.746;-0.103;4.442;4.857;NAN;palfa;RRAT;
2557;J1928+1725;NAN;NAN;NAN;57696.00;52.641;-0.087;292.21666667;17.42472222;0.289838;NAN;135.96;1.100;NAN;NAN;NAN;1.40;NAN;3.725;3.725;-0.006;2.961;6.240;NAN;palfa;NAN;
2558;J1928+1746;NAN;NAN;NAN;54770.00;52.931;0.114;292.17730417;17.77489444;0.068730;1.32e-14;176.68;3.600;10.880;NAN;NAN;0.28;NAN;4.337;4.337;0.009;3.461;5.886;GRS:[sbc+19];palfa;HE[sbc+19];
2559;J1928+1809g;NAN;NAN;NAN;NAN;53.191;0.420;292.02500000;18.15000000;0.294460;NAN;431.10;NAN;NAN;NAN;NAN;0.03;NAN;9.328;9.328;0.068;7.468;2.911;NAN;fast_gpps;NAN;
2560;J1928+1816g;NAN;NAN;NAN;NAN;53.301;0.462;292.04166667;18.26666667;0.010540;NAN;346.30;NAN;NAN;NAN;NAN;0.03;NAN;7.206;7.206;0.058;5.777;4.194;NAN;fast_gpps;NAN;
2561;J1928+1839g;NAN;NAN;NAN;NAN;53.691;0.548;292.15833333;18.65000000;2.260910;NAN;70.00;NAN;NAN;NAN;NAN;0.01;NAN;2.502;2.502;0.024;2.016;7.019;NAN;fast_gpps;NAN;
2562;J1928+1852g;NAN;NAN;NAN;NAN;53.819;0.766;292.02083333;18.86666667;0.792810;NAN;291.60;NAN;NAN;NAN;NAN;0.02;NAN;5.834;5.834;0.078;4.709;5.056;NAN;fast_gpps;NAN;
2563;J1928+1902g;NAN;NAN;NAN;NAN;53.965;0.845;292.02083333;19.03333333;0.005800;NAN;28.90;NAN;NAN;NAN;NAN;0.01;NAN;1.495;1.495;0.022;1.209;7.621;NAN;fast_gpps;NAN;
2564;J1928+1915g;NAN;NAN;NAN;NAN;54.259;0.759;292.25000000;19.25000000;0.974350;NAN;201.00;NAN;NAN;NAN;NAN;0.01;NAN;4.632;4.632;0.061;3.759;5.795;NAN;fast_gpps;NAN;
2565;J1928+1923;NAN;NAN;NAN;53640.00;54.281;1.016;292.02151250;19.39203333;0.817330;6.35e-15;476.40;32.000;96.000;0.05;NAN;0.64;NAN;10.583;10.583;0.188;8.591;2.322;NAN;pksngp,palfa;NAN;
2566;J1928+28;NAN;NAN;NAN;NAN;61.860;5.120;292.00000000;28.00000000;1.063000;NAN;79.20;44.000;56.000;NAN;NAN;NAN;NAN;5.224;5.224;0.466;4.588;6.046;NAN;gbncc;NAN;
2567;J1929+00;NAN;NAN;NAN;49717.00;37.687;-8.253;292.36666667;0.43333333;1.166900;NAN;42.95;19.000;54.000;NAN;NAN;NAN;NAN;1.497;1.497;-0.215;0.906;7.328;NAN;ar4,pkssw,lotaas,gbncc;NAN;
2568;J1929+1357;NAN;NAN;NAN;56440.00;49.633;-1.810;292.29425000;13.95997222;0.866927;3.66e-15;150.70;11.500;NAN;NAN;NAN;2.20;NAN;4.768;4.768;-0.151;3.631;5.413;NAN;palfa;NAN;
2569;J1929+16;NAN;NAN;NAN;53480.00;51.747;-0.692;292.32500000;16.35000000;0.529681;NAN;12.00;20.600;NAN;NAN;NAN;NAN;NAN;0.762;0.762;-0.009;0.598;8.028;NAN;pksngp;NAN;
2570;J1929+1615g;NAN;NAN;NAN;NAN;51.694;-0.803;292.40000000;16.25000000;0.044600;NAN;308.70;NAN;NAN;NAN;NAN;0.01;NAN;6.109;6.109;-0.086;4.793;4.714;NAN;fast_gpps;NAN;
2571;J1929+1731g;NAN;NAN;NAN;NAN;52.745;-0.085;292.26666667;17.51666667;3.995400;NAN;431.10;NAN;NAN;NAN;NAN;0.01;NAN;9.222;9.222;-0.014;7.340;2.917;NAN;fast_gpps;NAN;
2572;J1929+1844;NAN;NAN;NAN;51600.00;53.852;0.461;292.31991667;18.74986111;1.220470;2.36e-15;112.00;25.000;49.000;NAN;1.70;NAN;NAN;3.324;3.324;0.027;2.684;6.539;NAN;ar1,lotaas;NAN;
2573;J1929+19;NAN;NAN;NAN;59174.39;54.173;0.568;292.38333333;19.08333333;0.339216;NAN;528.40;38.400;NAN;NAN;NAN;NAN;NAN;11.736;11.736;0.116;9.515;1.631;NAN;pksngp,fast_gpps;NAN;
2574;J1929+1937g;NAN;NAN;NAN;NAN;54.600;0.900;292.29166667;19.61666667;0.563730;NAN;458.10;NAN;NAN;NAN;NAN;0.02;NAN;10.042;10.042;0.158;8.184;2.684;NAN;fast_gpps;NAN;
2575;J1929+1955;NAN;NAN;NAN;53595.00;54.879;1.018;292.32321375;19.91886389;0.257832;2.56e-15;281.00;7.300;16.000;NAN;NAN;0.42;NAN;6.603;6.603;0.117;5.400;4.702;NAN;pksngp,palfa;NAN;
2576;J1929+2121;NAN;NAN;NAN;53635.00;56.117;1.751;292.26766250;21.35630000;0.723599;2.14e-15;66.00;11.000;16.000;NAN;NAN;0.23;NAN;2.653;2.653;0.081;2.201;7.022;NAN;pksngp;NAN;
2577;J1929+3817;NAN;NAN;NAN;57545.00;71.174;9.689;292.27922500;38.29930556;0.814215;6.10e-16;93.40;26.000;85.000;NAN;NAN;NAN;NAN;9.321;9.321;1.569;8.697;5.535;NAN;gbncc;NAN;
2578;J1929+62;NAN;NAN;NAN;56292.00;93.758;19.635;292.25000000;62.26666667;1.456004;NAN;67.70;24.000;48.000;NAN;1.40;NAN;NAN;11.972;11.972;4.023;11.252;9.239;NAN;gbncc,lotaas;NAN;
2579;J1929+66;NAN;NAN;NAN;NAN;97.485;20.947;292.25000000;66.00000000;0.806000;NAN;59.60;14.000;38.000;NAN;NAN;NAN;NAN;7.973;7.973;2.850;7.383;9.470;NAN;gbncc;NAN;
2580;J1930+1316;NAN;NAN;NAN;42828.50;49.124;-2.319;292.50394583;13.26975000;0.760032;3.66e-15;207.30;5.900;21.000;0.00;5.00;0.18;NAN;6.339;6.339;-0.256;4.789;4.355;NAN;ar1,pksmb;NAN;
2581;J1930+1357g;NAN;NAN;NAN;NAN;49.744;-2.032;292.55000000;13.95000000;0.323540;NAN;186.60;NAN;NAN;NAN;NAN;0.03;NAN;5.601;5.601;-0.199;4.272;4.883;NAN;fast_gpps;NAN;
2582;J1930+1403g;NAN;NAN;NAN;NAN;49.843;-2.006;292.57500000;14.05000000;0.003210;NAN;150.50;NAN;NAN;NAN;NAN;0.09;NAN;4.740;4.740;-0.166;3.620;5.445;NAN;fast_gpps;NAN;
2583;J1930+1408;NAN;NAN;NAN;56885.00;49.932;-1.962;292.57896917;14.14871944;0.425720;1.90e-18;210.87;8.000;NAN;NAN;NAN;0.05;NAN;5.891;5.891;-0.202;4.506;4.710;NAN;palfa,fast_gpps;NAN;
2584;J1930+1722;NAN;NAN;NAN;57656.00;52.790;-0.450;292.62545833;17.38144444;1.609706;8.81e-16;207.00;59.000;NAN;NAN;NAN;0.09;NAN;4.741;4.741;-0.037;3.776;5.633;NAN;pksngp,palfa,fast_gpps;NAN;
2585;J1930+1852;NAN;NAN;NAN;52280.00;54.096;0.265;292.62554167;18.87058333;0.136855;7.51e-13;307.30;19.200;NAN;NAN;NAN;0.06;NAN;7.000;6.168;0.032;5.670;4.395;SNR:G54.1+0.3,XRS:;misc;HE;
2586;J1931-0144;NAN;NAN;NAN;58282.00;35.974;-9.711;292.88343750;-1.73958333;0.593661;2.93e-17;38.30;22.200;40.500;NAN;NAN;0.20;NAN;1.387;1.387;-0.234;0.803;7.394;NAN;misc,fast_crafts,gbncc;NAN;
2587;J1931+1439;NAN;NAN;NAN;56700.00;50.539;-2.005;292.91847083;14.66075000;1.779226;6.33e-15;243.00;71.000;NAN;NAN;NAN;0.08;NAN;6.123;6.123;-0.214;4.724;4.611;NAN;palfa;NAN;
2588;J1931+1536;NAN;NAN;NAN;51600.00;51.406;-1.599;292.98212500;15.61597222;0.314355;5.01e-15;140.00;8.600;27.000;0.00;1.20;0.36;NAN;4.011;4.011;-0.112;3.134;5.999;NAN;ar1,palfa;NAN;
2589;J1931+1817;NAN;NAN;NAN;58156.00;53.739;-0.303;292.96974583;18.28354722;0.234131;1.07e-13;465.00;18.000;NAN;NAN;NAN;0.15;NAN;9.573;9.573;-0.051;7.719;2.838;NAN;palfa;NAN;
2590;J1931+1952;NAN;NAN;NAN;53560.00;55.134;0.451;292.98276667;19.86986111;0.501123;1.01e-16;441.00;8.300;14.000;NAN;NAN;0.13;NAN;9.625;9.625;0.076;7.897;2.998;NAN;pksngp,palfa;NAN;
2591;J1931+30;NAN;NAN;NAN;49717.00;64.506;5.674;292.86666667;30.58333333;0.582126;NAN;53.00;8.000;22.000;NAN;NAN;NAN;NAN;3.722;3.722;0.368;3.343;6.906;NAN;ar4,gbncc;NAN;
2592;J1931+42;NAN;NAN;NAN;NAN;75.150;11.265;292.75000000;42.50000000;NAN;NAN;50.90;32.000;NAN;NAN;NAN;NAN;NAN;4.234;4.234;0.827;4.014;7.436;NAN;chime;RRAT[gac+21];
2593;J1932+1059;94.090;42.990;2.770;57600.00;47.382;-3.885;293.05857083;10.99260556;0.226519;1.16e-15;3.18;6.000;12.000;0.00;303.00;28.70;NAN;0.310;0.229;-0.021;0.228;8.291;NAN;mol1,jb1,ar1,mol2,ar2,ar3,ar4,pksmb;HE[yhh94];
2594;J1932+1916;NAN;NAN;NAN;55214.00;54.661;0.083;293.08208333;19.27750000;0.208215;9.32e-14;NAN;NAN;NAN;NAN;NAN;0.00;NAN;NAN;NAN;0.000;0.000;8.500;GRS:4FGL_J1932.3+1916[aab+22];FermiBlind;NRAD;
2595;J1932+2020;NAN;NAN;NAN;49887.00;55.575;0.639;293.03343136;20.34622569;0.268217;4.22e-15;211.15;5.000;40.000;0.00;29.00;1.20;NAN;5.000;4.964;0.056;4.124;5.674;NAN;ar1,jb2,gb3,ar2,ar3,palfa;NAN;
2596;J1932+2220;NAN;NAN;NAN;51418.00;57.356;1.554;293.09475780;22.34763525;0.144470;5.76e-14;218.90;1.600;4.500;0.00;7.80;1.20;NAN;10.900;7.991;0.296;9.175;2.623;GRS:4FGL_J1932.2+2221[aab+22];ar1,gb3,ar2,ar3,gbncc;HE[sbc+19];
2597;J1932-3655;NAN;NAN;NAN;57600.00;2.072;-23.546;293.02553333;-36.91716111;0.571421;2.86e-16;59.88;6.100;21.000;NAN;9.00;0.70;NAN;6.724;6.724;-2.686;0.223;2.340;NAN;pks70,pkssw,gbncc;NAN;
2598;J1933+0758;NAN;NAN;NAN;53048.00;44.845;-5.565;293.33086250;7.96861389;0.437454;2.18e-16;165.02;8.100;14.600;NAN;0.34;NAN;NAN;11.157;11.157;-1.082;7.831;0.627;NAN;ar4;NAN;
2599;J1933+1304;NAN;NAN;NAN;51600.00;49.351;-3.127;293.34387083;13.08054722;0.928324;3.18e-16;177.01;26.000;31.000;NAN;2.00;0.42;NAN;6.084;6.084;-0.332;4.609;4.543;NAN;ar1,ar3,pksmb;NAN;
2600;J1933+1923g;NAN;NAN;NAN;NAN;54.940;-0.204;293.49166667;19.38333333;0.371730;NAN;97.70;NAN;NAN;NAN;NAN;0.02;NAN;3.142;3.142;-0.011;2.572;6.695;NAN;fast_gpps;NAN;
2601;J1933+2038g;NAN;NAN;NAN;NAN;56.003;0.456;293.42500000;20.63333333;0.040750;NAN;302.90;NAN;NAN;NAN;NAN;0.02;NAN;8.474;8.474;0.067;7.025;3.762;NAN;fast_gpps;NAN;
2602;J1933+2421;NAN;NAN;NAN;50629.00;59.478;2.394;293.40763705;24.61100970;0.813690;8.11e-15;106.03;25.900;40.900;NAN;7.50;NAN;NAN;4.639;4.639;0.194;3.993;6.146;NAN;gb3,ar3,gb4,lotaas;NAN;
2603;J1933+5335;NAN;NAN;NAN;57546.00;85.591;15.765;293.25458333;53.59527778;2.052574;1.26e-15;33.54;53.000;NAN;NAN;NAN;NAN;NAN;2.515;2.515;0.683;2.413;8.314;NAN;lotaas;NAN;
2604;J1934+1926;NAN;NAN;NAN;55977.00;55.038;-0.256;293.59021250;19.44314167;0.230984;2.68e-18;99.10;22.000;NAN;NAN;NAN;0.13;NAN;3.176;3.176;-0.014;2.603;6.680;NAN;palfa,fast_gpps;NAN;
2605;J1934+2352;NAN;NAN;NAN;54650.00;58.966;1.814;293.69245833;23.88219444;0.178432;1.31e-13;355.80;4.200;11.350;NAN;NAN;0.06;NAN;12.207;12.207;0.386;10.454;2.210;NAN;palfa;NAN;
2606;J1934+5219;NAN;NAN;NAN;56525.00;84.493;15.046;293.59950982;52.33265609;0.568442;8.40e-17;71.26;22.000;45.000;NAN;NAN;NAN;NAN;7.564;7.564;1.964;7.271;7.799;NAN;gbncc,lotaas;NAN;
2607;J1935+1159;NAN;NAN;NAN;53400.00;48.613;-4.059;293.81698333;11.98588889;1.939758;9.48e-16;188.76;27.000;286.000;NAN;1.00;0.17;NAN;8.421;8.421;-0.596;6.302;2.947;NAN;ar4;NAN;
2608;J1935+1616;1.130;-16.090;0.220;52275.00;52.436;-2.093;293.94927458;16.27777389;0.358738;6.00e-15;158.52;6.300;9.100;0.00;242.00;58.00;NAN;3.700;4.314;-0.135;2.931;6.246;NAN;jb1,ar1,mol2,gb3,ar2,ar3,ar4,gb4,pa;NAN;
